id,ref,alt._#,exc,garden_#_(PPM),peristyle_type,garden_size,peristyle_size,property_size,percent_of_property,shape,peristyle_proportion,orientation_of_peristyle,alignment_with_atrium,direction_from_atrium,peristyle_direction_from_main_entrance,peristyle_direction_from_2nd_entrance,atria,atrium_column_style,tablinum,tablinum_type,access_to_garden...23,pluteus,pluteus_height,pluteus_width,pluteus_description,pluteus_decoration,fence,fence_height,order,walkways,walkway_sides...33,walkway_width_min,walkway_width_max...35,narrowest_walkway_dir,widest_walkway_dir,portico_sides...38,columns,pillars,total_frstdng_supports,engaged,column_material,bases,main_shaft_decoration,lower_shaft_decoration,lower_decoration_height,lower_decoration_proportion,pillar_surface_treatment,column_diameter,column_height,proportion,walkway_width_max...53,avg_intercolumniation,intercolumniation_range,intercolumniation_deviation,ratio_diam_to_intercolumniation,decoration,painting_style...59,pavement,furniture,table_(Moss/_Cohon),table_position...63,sculpture,oscillae,water...66,dining,other_features,cisterns,other_finds,other_gardens...71,visible_from_entrance?,visible_from_atrium?,orientation,private_bath,plants...76,atrium_direction...77,largest_room_direction...78,notes...79,water...80,pools...81,pool_surface,pool_position...83,pool_depth,fountain_in_pool,channel_material,channel_type,channel_width,channel_sides,fountains...90,date_(Richardson),entrance_from_street?,lararium_(Boyce/Orr)...93,upper_story,large_room_on_axis?,...96,...97,connection_to_water_supply,rooms_accessed...99,#_areas_accessed,lararium_(Boyce),altar...102,aedicula,simple_niche,sacellum...105,walkway_notes,pools...107,pool_position...108,rectangular,rect_with_exedra,square,apsidal,circular,semicircular,other,painting_style...116,garden_painting,myth_painting,landscape,animal_painting,other_painting,access_to_garden...122,atrium_direction...123,largest_room_direction...124,other_gardens...125,connection_to_water,building_type,rooms_accessed...128,stairs/_corridors_accessed,total_areas_accessed,visited?,measured?,entrance_photo?,walkway_sides...134,portico_sides...135,walkway_N,walkway_S,walkway_E,walkway_W,portico_N,portico_S,portico_E,portico_W,shrine_direction,aedicula_(on_axis),niche_w/_aedicula,niche,altar...148,painting,sacellum...150,lararium_(Boyce/Orr)...151,tables,cupboards,triclinia_(masonry),triclinia_(wood),seating,1_support_table,2_support_table,3_support_table,4_support_table,notes...161,table_position...162,table_function,fountains...164,pools...165,plants...166,cavities,planters_/boxes,vines,furrows_/beds,unspecified,brick_supports,opus_mixtum_supports,masonry_supports,stone_supports,stone_blocks
I.03.25_House of the Warriors,"Nicc 2:78, GSc 2:461; BdI 1871:172; Fiorelli Scavi 74, Descr 57",NA,1869-72,k,truncated,10,40,290,0.13793103448275862,quad,NA,square,square,W,W,NA,1 irregular,NA,yes (irregular),wide door,NA,yes,68,46,rubble masonry with some brick,NA,NA,NA,unknown,3,"3 (N, S, E)",0.86,1.99,S,E,"3 (N, S, E)",4,2,6,0,brick and plaster,NA,painted; covered in colored stucco,NA,NA,NA,winged figures on piers; grooved (pseudo-fluted) on north side of SW pillar,NA,NA,NA,1.99,NA,NA,NA,NA,winged figures on piers,4th?,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,"4 casserole dishes and 2 oil vessels(?) in terracotta; bone hinges, bronze lock part, pieces of iron (GdSc 2:461)",NA,yes,yes,NA,NA,NA,NA,NA,under restoration at time of eruption (BdI 1871:172),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tablinum f or corridor l,E,N,hortus adjacent to W,NA,res,"2 rooms, 1 hortus",NA,3,2022,2022,no,"3 (N, S, E)","3 (N, S, E)",1,1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fittings,NA,NA,NA,NA,NA,NA,NA,"4 casserole dishes and 2 oil vessels(?) in terracotta; bone hinges, bronze lock part, pieces of iron (GdSc 2:461)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stone,   and plaster","stone, brick and masonry and plaster","stone, brick and masonry and plaster","stone, brick and masonry and plaster","stone, brick and masonry and plaster"
I.03.30_house,"Nicc 2:49; GSc 2:462; BdI 1874:185-6; Fiorelli Scavi 75, Desc 60; Boyce 24",NA,1872,e/f,truncated,30,40,290,0.13793103448275862,rect,NA,E-W,NA,NA,N,NA,0,NA,NA,NA,NA,yes,NA,18,NA,trace of red paint,NA,NA,unknown,3,"3 (N, S, W)",0.91,1.23,N,"S, W","3 (N, S, W)",4,0,4,NA,brick and plaster,NA,smooth and red below,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,paintings of amorini (Jash 28),once 2nd (Mau BdI 1874:186) not in Mau 1882,NA,NA,no,NA,two busts,NA,NA,NA,arched niche with lararium painting (??didn't see this),NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,originally 4-sided peristyle of house I.3.29 (BdI 1874:185),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"niche, arched, with flowers and painted lares, serpent (W) (24) **didn't see this in Oct 22",NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,once 2nd (Mau BdI 1874:186) not in Mau 1882,NA,NA,NA,NA,NA,corridor a from street,NA,N,no,NA,res,"6 rooms, 1 stair",1,7,2022,2022,no,"3 (N, S, W)","3 (N, S, W)",1,1,NA,1,1,1,NA,1,W2,NA,NA,W,NA,W,NA,"niche, arched, with flowers and painted lares, serpent (W) (24, Gb7)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,brick,brick,brick,brick
I.04.02_house,"Nicc. 2:79; Fiorelli Scavi 65, Desc. 60--not in PPM",NA,1853-69,f,truncated,10,45,205,0.21951219512195122,quad,1.44,N-S,perp,E,E,NA,1 Tuscan,NA,yes,very wide door,tablinum d or corridor a,yes,50,28,rubble masonry,NA,NA,NA,Doric,2,"2 (S, W)",1.37,2.72,W,S,"2 (S, W)",4,0,4,"4 (N, E)",brick and stone with plaster,no,fluted,fluted,full,NA,NA,37,2.76,7.46,2.72 (south),NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,square niche N,cistern head in W colonnade,NA,NA,yes,yes,NA,NA,NA,west,east,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,large square niche in N wall,yes,yes (triclinium with window flanked by engaged columns),NA,NA,NA,1,2,large rect niche N (not in Boyce),NA,NA,N wall (not in Boyce),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tablinium d or corridor e,W,E,no,NA,res,"1 room, 1 stair",1,2,2022,2022,yes,"2 (S, W)","2 (S, W)",NA,1,NA,1,NA,1,NA,1,N,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,brick,brick,brick,brick
I.04.05/25_House of the Citharist north,NA,NA,1853-69,56,truncated,NA,240,2310,0.1038961038961039,rectangle,NA,E-W,perp,S,S,NA,2 tuscan,NA,no,NA,NA,partial,NA,NA,NA,?,NA,NA,unknown,3,"3 (N, S, E)",NA,NA,NA,NA,"3 (N, S, E)",11,1,12,4,"mixtum and plaster, stone and plaster",no,"fluted above only on columns facing main openings, smooth and red to 1.54",NA,1.54,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,3rd,3rd (late),cocciopesto with rosettes,NA,no,NA,NA,NA,none,NA,?,NA,?,NA,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,coccio,round,NA,4,NA,NA,NA,NA,?,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3rd (late),NA,NA,NA,NA,NA,atrium,N,W,2 true,NA,res,8,NA,8,"2011, 2009",2011,yes,"3 (N, S, E)","3 (N, S, E)",1,1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,brick and masonry,brick and masonry,brick and masonry,brick and masonry
I.04.05/25_House of the Citharist middle,NA,NA,1864,17,tru,NA,330,NA,14,rectangle,1.3,E-W,aligned,E,E,NA,2 Tuscan,NA,"yes, open",NA,tablinum or andron (1),"no, cuttings for fence",NA,NA,NA,NA,yes,NA,Ionic,4,"N, S, E, W",2.2,3.7,E,S,NA,17,NA,17,NA,"mixtum with plaster, 4 in stone with plaster, capitals stone","yes, Attic bases in stucco",fluted top,red and smooth to 1.6 m,1.6,0.46,NA,45,3.52,7.8:1,3.7 (south),2.3,1.8-2.8,0.6,5.11,"3rd/4th Dwyer says 3rd style  (89), Unpeeling Pompeii says 4th (37)",4th,crushed white marble with random colored stones,wooden box (Dwyer 97),NA,NA,"yes-4 bronze animals, 2 herms, 3 terracottas, 14 marble, including 11 oscilla",NA,"D-shaped pool, long rectangular pool",NA,cistern head in NE colonnade,cistern head in NE colonnade,?,yes,yes,yes,aligned,yes,?,west,east,NA,"D-shaped pool, long rectangular pool",1 semicircle,NA,west,NA,NA,?,?,?,NA,yes,NA,no,no,NA,"yes--visible from atrium, marked with arch",NA,NA,yes?,"1 room, 3 exedrae",4,no,NA,NA,NA,NA,NA,1 semicircle,west,NA,NA,NA,NA,NA,W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.04.05/25_House of the Citharist south,NA,NA,1864,32,tru,NA,280,2310,12,rectangle,1.3,E-W,aligned (not visible),E,E,NA,2 Tuscan,NA,"yes, open",NA,indirect from tablinum then 36 or from peristyle 17 (2),no,NA,NA,NA,NA,NA,NA,Doric,4,"N, S, E, W",2.3,2.8,S,N,NA,20,NA,20,NA,mixtum with plaster,no,fluted above,smooth to 1 m.,1,0.36,NA,57 cm. (check--closer to 40),2.77,4.9:1,2.8 (north),NA,1.9,0.2,NA,unknown,NA,"cocciopesto, red with white tesserae in intercolumniations",?,NA,NA,yes-bronze Apollo,NA,?,NA,?,NA,marble altar,yes,no,no,aligned,yes,?,west,east,NA,?,none,NA,NA,NA,NA,?,?,?,NA,no,NA,no,"yes-altar, marble",NA,no; peristyle not visible from atrium,NA,NA,yes,3,3,"yes-altar, marble",1 (unknown),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.06.02_House of the Cryptoporticus,"NSc 1914:74-5, 259-63; Boyce 25; Spinazzola 433, 441",NA,1911-29,12,truncated,NA,70,1205,0.058091286307053944,quad,NA,square,square,S,S,NA,1 tetra,?,yes,window,NA,yes,NA,NA,NA,none?,NA,NA,unknown,3,"3 (N, S, E); partial on S",NA,NA,NA,NA,"2 (N, E)",4,1,5,1,brick and plaster,no,unfluted,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"undecorated--""rustic"" (NSc 1914:74), except for lararium painting",undecorated,NA,NA,no,NA,NA,NA,NA,NA,stairways to cryptoporticus and upper loggia,NA,NA,NA,yes,yes,NA,NA,NA,NA,NA,tetrastyle atrium columns of brick,NA,NA,NA,NA,NA,NA,NA,square,NA,4,NA,80-30 BCE,NA,painting and niche on W wall (36),NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,undecorated,NA,NA,NA,NA,NA,corridor (3?) from atrium,N,E,1 hortus,NA,res,"4 rooms, 1 stair",1,5,NA,no,yes,"3 (N, S, E); partial on S","2 (N, E)",1,1,1,NA,1,NA,1,NA,W2,NA,NA,W,NA,W,NA,"painting and niche on W wall (36), GB V5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,brick and masonry and plaster,brick and masonry and plaster,brick and masonry and plaster,brick and masonry and plaster
I.06.08/9_shophouse,"NSc 1929:393-5, 401; Pernice 32, pl 21.1",NA,NA,i,truncated,20,55,215,0.2558139534883721,quad,1.34,N-S,aligned,S,S,NA,1 tuscan,NA,yes,window,corridor W of tablinum,yes,64,34,rubble masonry,NA,NA,NA,Doric,2,"2 (N, E)",2.01,2.94,E,N,"2 (N, E)",4,0,4,0,"2 brick and plaster, 2 tufa",no,fluted (Doric),faceted,full,NA,NA,"brick 35 cm, tufa 43 cm",3.26,7.58-9.31,2.94,NA,NA,NA,NA,undecorated,undecorated,lavapesto,marble table,C66; found stacked in corner of peristyle with dolia (now in I.6.11),stored in corner,NA,NA,NA,NA,terracotta puteal; doghouse,wellhead in small room east of peristyle,6 dolia and 3 white marble trapezoidal legs being stored in garden area (NSc 1929:393),NA,yes,yes,NA,NA,NA,north,north,"house converted to shop; rear rooms in state of ruin after conversion, tufa columns probably reused from another context (NSc 1929:394)",puteal in small room at east,NA,NA,NA,NA,NA,coccio,round,NA,"2 (N,E)",NA,NA,no,NA,yes,no,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,corridor from atrium,N,N (tablinum),no,NA,comm,4,NA,4,2022,2022,yes,"2 (N, E)","2 (N, E)",1,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,C66; found stacked in corner of peristyle with dolia (now in I.6.11): 3 white marble trapezoidal legs being stored in garden area (NSc 1929:393),stored in corner,storage,NA,NA,NA,NA,NA,NA,NA,NA,yes,brick and plaster,brick and plaster,brick and plaster,brick and plaster
I.06.11_House of the Theatrical Paintings,"NSc 1929:401, 414-15",NA,NA,13/16,truncated,NA,205,505,0.40594059405940597,irregular,NA,square,square,S,S,NA,1 tuscan,NA,yes,open,tablinum 6,yes (unfinished at eruption--NSc 1929:415),NA,NA,NA,none?,NA,NA,unknown,2,"2 (N, E)",NA,NA,NA,NA,"2 (N, E)",3,2,5,1,brick; piers of brick and limestone blocks,NA,unknown,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,3rd style (PPM 1:395); W garden wall with red panels (Phonline. NSc 1929:414),3rd,lavapesta with white tesserae (amb 12),"cupboard fittings (Phonline, Allison 2004, 89)",no,NA,NA,NA,NA,NA,terracotta puteal (now in atrium); openings for light to cellar below,NA,"gaming pieces, 2 bronze bracelets (Phonline)",NA,yes,yes,NA,NA,NA,NA,NA,double ambulatory on S; badly preserved due to collapse of cistern and wine cellar; perhaps abandoned at time of eruption,NA,NA,NA,NA,NA,NA,NA,round,NA,4?,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3rd,NA,NA,NA,NA,NA,tablinum 6,N,N,no,NA,res,2,NA,2,"2015, 2010",no,yes,"2 (N, E)","2 (N, E)",1,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,cupboard fittings (Phonline) (NSc 1929:425),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,brick and plaster,brick and plaster,brick and plaster,brick and plaster
I.06.13_House of Stallius Eros,"NSc 1929:432, 434; Boyce 25",NA,1926-7,13,truncated,10,25,285,0.08771929824561403,quad,1.79,E-W,perp,N,N,NA,1 tuscan,NA,yes,wide door,tablinum 6 or corridor W of tablinum,no-raised garden,NA,NA,NA,NA,NA,NA,unknown,2,"2 (S, E)",1.29,1.34,S,E,1 (S),2,0,2,0,brick?,NA,unknown,NA,NA,NA,NA,NA,NA,NA,1.34,NA,NA,NA,NA,"garden painting with Orpheus and animals, N wall, 4th style",4th,NA,NA,no,NA,NA,NA,NA,NA,lararium niche in SE (NSc 1929:434); wooden stairway,NA,NA,NA,yes,yes,NA,NA,NA,south,south,"house in abandoned condition at time of eruption; raised garden originally only garden, later used for rainwater collection (NSc 1929:434)",NA,NA,NA,NA,NA,NA,masonry,NA,NA,NA,NA,NA,no,"niche on E wall (38, p. 25)",NA,no,NA,NA,NA,5,5,niche on east,NA,NA,east,NA,difference very small,NA,NA,NA,NA,NA,NA,NA,NA,NA,4th,yes,yes (Orpheus N),NA,NA,NA,tablinum 6 or corridor e,S,S (tablinum),no,NA,res,5,NA,5,2022,2022,yes,"2 (S, E)",1 (S),NA,1,1,NA,NA,1,NA,NA,E,NA,NA,E,NA,NA,NA,"niche on E wall (38, p. 25) GB V6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,masonry (Sarno limestone) and plaster,masonry (Sarno limestone) and plaster,masonry (Sarno limestone) and plaster,masonry (Sarno limestone) and plaster,masonry (Sarno limestone) and plaster
I.07.01_House of Paquius Proculus,Soprano 307,NA,NA,9,tru,NA,375,770,49,rectangle,1.56,N-S,aligned,S,S,NA,1 Tuscan,NA,"yes, wide door",NA,tablinum and room 8 (2),no,NA,NA,NA,NA,maybe?,NA,Doric,NA,NA,2.8,3.84,"E, W",N,NA,16,NA,16,NA,brick and plaster,no,smooth and white,smooth and red,1.21,0.37,NA,"45 cm, 53 cm (north)",3.33,NA,3.85 (north),2.8,1.35-3.1,NA,NA,3rd style,3rd,coccio,wooden triclinium shaded by pergola (Sopr 307); table,yes--two marble table supports,NA,yes (maybe)--base for fountain sculpture in pool,NA,"2 pools, one with jet; lead pipe leading from NE column to lead basin in channel",NA,marble and masonry table support in situ (N colonnade),lava puteal NE,NA,no,yes,yes,aligned,NA,NA,north,north?,reopened after restoration 2016,"2 pools, one with jet: pipe connected to column (Warsher collection 1889)","2:1 rectangle with exedra, 1 square",?,"exedra north, square south",NA,"yes, in exedra pool",stone covered in coccio,square,?,NA,yes,NA,"yes, through room 10",no,NA,no,NA,NA,?,7,7,no,NA,NA,NA,NA,NA,"2:1 rectangle with exedra, 1 square","exedra north, square south",NA,N,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.07.07_House of the Priest Amandus,NA,NA,NA,m,truncated,27,45,NA,NA,rectangle,NA,E-W,non-standard,W,not visible,NA,1 tuscan,NA,no,NA,NA,partial,NA,NA,NA,?,NA,NA,"Doric, stucco",2,"2 (N, E)",NA,NA,NA,NA,"2 (N, E)",5,0,5,3 (W colonnade),brick and plaster,no,"unfluted, black on bottom",NA,unknown,NA,NA,33,2.56,7.8,NA,NA,NA,NA,NA,"3rd style red panels; south wall undecorated (high dado of pinkish-red plaster, wall of gray plaster",3rd,cocciopesto with white tesserae diamonds,"rectangular marble table with one leg, small lion head on front of top, perhaps another table as well",no,"along axis, center of garden","maybe-none reported, but a base was found",NA,"channel on four sides, rounded in at least NW corner",NA,marble puteal,NA,round marble base; lararium niche,NA,no,yes,NA,NA,inf-large tree against south wall; possibly vines on south wall (evidenced by nail holes),NA,NA,NA,NA,NA,NA,NA,NA,NA,coccio,round,NA,4,NA,30 BCE-62 CE,NA,"niche, arched (W) in colonnade, decorated with pseudo-aedicula in stucco (39)",yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3rd,NA,NA,NA,NA,NA,atrium or room d,E,W,no,NA,res,1,NA,1,2011,2011,yes,"2 (N, E)","2 (N, E)",1,NA,1,NA,1,NA,1,NA,W,NA,W,NA,NA,NA,NA,"niche, arched (W) in colonnade, decorated with pseudo-aedicula in stucco (39, GB V7)",2,NA,NA,NA,NA,2,NA,NA,NA,"rectangular marble table with one leg, small lion head on front of top, perhaps another table as well",garden center-along axis,altar (1),NA,NA,inf-large tree against south wall; possibly vines on south wall (evidenced by nail holes),yes,NA,yes,NA,NA,NA,brick and masonry (opus list),brick and masonry (opus list),brick and masonry (opus list),brick and masonry (opus list)
I.07.19_house,"NSc 1929:355, 367, 369-71; Boyce 26; Jash 1:57-8; Zanker 50",NA,NA,h/g,truncated,44,85,350,0.24285714285714285,rectangle,NA,N-S,non-standard,E,not visible,NA,1 tuscan,NA,yes,window onto lightwell garden n,NA,no,NA,NA,NA,NA,holes at 1.7,NA,Doric,2,"2 (N, E)",NA,NA,NA,NA,"2 (N, E)",5,0,5,0 (2 painted),brick and plaster,no,"unfluted; red below, white above",NA,unknown,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,"3rd style; garden paintings, mythological scenes near lararium niche, S, W 3rd",3rd,lavapesto with white chips,NA,no,NA,"yes-two statuettes in niche at north end of east walkway, placed in box",NA,"lead pipe with tap attached to northeast column, dolium below",NA,possible lararium niche in northwest corner of walkway,NA,dolia placed to receive water from tap,NA,no,no,NA,NA,"semiform-irregular furrows running E-W (Maiuri GdSc 1929, 369)",NA,NA,NA,NA,NA,NA,NA,NA,NA,coccio,round,NA,"2 (N, E)",NA,30 BCE-62 CE,NA,"niche, arched (W) (43); two arched niches (N) one with box and two statuettes (42)",NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3rd,"yes (S,W,E))",NA,NA,yes (jash),NA,corridor o,W,E,1 lightwell (later paved),NA,res,4,NA,4,2011,2011,yes,"2 (N, E)","2 (N, E)",1,NA,1,NA,1,NA,1,NA,"N2, W",NA,NA,"N2, W",NA,NA,NA,"niche, arched (W) (43); two arched niches (N) one with box and two statuettes (42, GB V9-10)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lead pipe with tap attached to northeast column, dolium below",NA,"semiform-irregular furrows running E-W (Maiuri GdSc 1929, 369)",NA,NA,NA,yes,NA,yes,brick and plaster,brick and plaster,brick and plaster,brick and plaster
I.08.02_House of Stephanus,Della Corte Case 333-4 Della Corte 1946:92-3; PPP 77,NA,"1912, 1937-8",10,tru,NA,150,545,28,square,1.1000000000000001,N-S,aligned,S,S,NA,1 Tuscan,NA,"yes, unknown",NA,unknown (collapsed),no,NA,NA,NA,NA,NA,NA,?,NA,NA,2.8,3.8,"E, W",N,NA,10,NA,10,NA,stone (tufa),no,fully fluted,NA,NA,NA,NA,49,unknown,unknown,3.8 (north),NA,NA,?,NA,unknown,NA,?,?,NA,NA,unknown,NA,?,NA,cistern head in east colonnade,cistern head in east colonnade,?,no,yes,yes,aligned,no,NA,north,south,"heavily damaged, no columns in situ",?,none,NA,NA,NA,NA,?,?,?,NA,?,NA,?,no,NA,?,"1 rectangle, 1 square",semicircle 1,NA,?,?,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.08.05_House of the Indian Statuette,Maiuri Le Arti 1938:111-15; RendNap 33(1958):22; Della Corte Case 334: Maiuri 1958:21,NA,"1912, 1938",8,truncated,NA,100,350,0.2857142857142857,quad,NA,E-W,square,S,S,NA,1 tuscan,NA,yes,wide door,tablinum 4,no,NA,NA,NA,NA,NA,NA,unknown,2,"2 (N, E)",NA,NA,NA,NA,"2 (N, E)",3,0,3,2,brick,NA,unknown,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,4th style throughout,4th,NA,NA,no,NA,NA,NA,NA,NA,NA,2 wellheads N,NA,NA,yes,yes,NA,NA,NA,north,north,NA,NA,NA,NA,NA,NA,NA,marble,square,36,4,NA,NA,no,NA,NA,yes,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4th,NA,NA,NA,NA,NA,tablinum 4,N,S,no,NA,res,5,NA,5,2022,2022,yes,"2 (N, E)","2 (N, E)",1,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,brick and plaster,brick and plaster,brick and plaster,brick and plaster
I.08.09_House of L. Vetutius Placidius,NSc 1946:95; Soprano 297,NA,NA,9,truncated,56,90,305,0.29508196721311475,rectangle,NA,square,square,S,not visible,NA,1 tuscan,NA,yes,"wide door, step",NA,yes 28 cm,28,NA,NA,?,NA,NA,Doric (simplified),1,1 (N),NA,NA,NA,NA,1 (N),2,0,2,2,stone (tufa) and plaster,no,"unfluted, painted red",NA,NA,NA,NA,NA,2.95,NA,NA,NA,NA,NA,NA,remains of garden painting near triclinium; large animal painting on E wall (Jash 2:42),3rd (W-H),NA,triclinium at east; round monopodium table in garden (?),"A300 (642-3), rectangular pillar with rosette (now in atrium)",unknown,NA,NA,wide channel on one side (58 cm) with hole for drainage to exterior,triclinium at east; round monopodium table in garden (?),ourdoor triclinium with pergola supported by two columns,NA,?,NA,no,yes,NA,NA,NA,NA,NA,channel drains to street,NA,NA,NA,NA,NA,NA,coccio,NA,NA,1 (N)?,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3rd (W-H),yes (not in DeCar),NA,NA,yes (jash),NA,corridor 7,N,N,no,NA,com/res,"0, secondary access to 1",NA,0,"2011, 2010",2011,yes,1 (N),1 (N),1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1 (Sop 297),NA,NA,1,NA,NA,NA,"A300 (642-3), rectangular pillar with rosette (now in atrium); tric with pergola supported by red columns, couches decorated with yellow intonaco, interiors with geometric and floral elements (Sop)",unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,brick and plaster,brick and plaster,brick and plaster,brick and plaster
